Molecule: ./Results/serine/a5.txt 
Step1: ['add'], Previous ligand: c1ccccc1, Changed ligand: Oc1ccccc1, New ligand: Oc1ccccc1 Score: tensor([0.5001])
Step1598: ['remove'], Previous ligand: CCCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21, Changed ligand: CCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21, New ligand: CCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21 Score: tensor([0.8320])
Step1599: ['remove ring'], Previous ligand: CCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21, Changed ligand: CCCOC1=CCC(C)N(CCN)C(C)OCn2ccc(CO)c21, New ligand: CCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21 Score: tensor([0.8320])
Step1600: ['move_junction'], Previous ligand: CCCOC1=CC2C(C)N(CCN)C(C)OC2n2ccc(CO)c21, Changed ligand: CCCOC1=C(CCN)C2C(C)NC(C)OC2n2ccc(CO)c21, New ligand: CCCOC1=C(CCN)C2C(C)NC(C)OC2n2ccc(CO)c21 Score: tensor([0.7757])
Step1601: ['switch'], Previous ligand: CCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCNC, New ligand: CCCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8584])
Step1602: ['add'], Previous ligand: CCCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, New ligand: CCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8509])
Step1603: ['change type'], Previous ligand: CCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNN, New ligand: CCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8509])
Step1604: ['add'], Previous ligand: CCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, New ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8388])
Step1605: ['move_junction'], Previous ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, New ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8387])
Step1606: ['remove'], Previous ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)ONC, New ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8310])
Step1607: ['remove'], Previous ligand: CCCCCC1C([SH3])=C(OC=O)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8392])
Step1608: ['change bond type'], Previous ligand: CCCCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1609: ['turn ring aromatic'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC=CC1C([SH3])=C(OC)C2C(CO)CCN2C1(C)ONC, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1610: ['turn ring aromatic'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC=CC1C([SH3])=C(OC)C2C(CO)CCN2C1(C)ONC, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1611: ['switch'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1612: ['add'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CNOC1(C)C(C=CCC(C)C)C([SH3])=C(OC)c2c(CO)ccn21, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1613: ['switch'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONSC, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1614: ['move_junction'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC=CC1(ONC)C([SH3])=C(OC)c2c(CO)ccn2C1C, New ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8439])
Step1615: ['add'], Previous ligand: CCCC=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8425])
Step1616: ['change bond type'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8425])
Step1617: ['switch'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8425])
Step1618: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8425])
Step1619: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8238])
Step1620: ['remove'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCNOC1(C)C(C=C(C)CC)C([SH3])=C(OC)c2c(CO)ccn21, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8238])
Step1621: ['change type'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8239])
Step1622: ['turn ring aromatic'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)C2C(CO)CCN2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8239])
Step1623: ['remove'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCCC(C)=CC1C([SH3])=C(O)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8239])
Step1624: ['change type'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCCC(S)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8239])
Step1625: ['remove ring'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCCC(C)CC1C([SH3])=C(OC)C(CCO)N(CC)C1(C)ONCC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8239])
Step1626: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCNOC1(C)C(C=C(C)CC(C)C)C([SH3])=C(OC)c2c(CO)ccn21, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC Score: tensor([0.8239])
Step1627: ['remove'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONCC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1628: ['form new ring'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCC1[SH3]C2=C(OC)c3c(CO)ccn3C(C)(ONC)C2C=C1C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1629: ['change type'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=C[SH]1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1630: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)cc(O)n2C1(C)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1631: ['remove'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1632: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C=N)ONC, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1633: ['form new ring'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CNOC1(C)n2ccc(CO)c2C(OC)=C([SH3])C12C=C(C)CC2C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC Score: tensor([0.8422])
Step1634: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ONC, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C Score: tensor([0.8458])
Step1635: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OCO)c2c(CO)ccn2C1(C)ON(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C Score: tensor([0.8458])
Step1636: ['remove'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C, Changed ligand: CCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C Score: tensor([0.8458])
Step1637: ['turn ring aromatic'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)C2C(CO)CCN2C1(C)ON(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C Score: tensor([0.8458])
Step1638: ['switch'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)ON(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C Score: tensor([0.8401])
Step1639: ['move_junction'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C Score: tensor([0.8403])
Step1640: ['turn ring aromatic'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)C2C(CO)CCN2C1(C)OCN(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C Score: tensor([0.8403])
Step1641: ['remove'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCN(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1OCN(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1OCN(C)C Score: tensor([0.8378])
Step1642: ['add'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1OCN(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1OCN(C)C=S, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1OCN(C)C Score: tensor([0.8378])
Step1643: ['change type'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(CO)ccn2C1OCN(C)C, Changed ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, New ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C Score: tensor([0.8028])
Step1644: ['switch'], Previous ligand: CCCC(C)=CC1C([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, Changed ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, New ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C Score: tensor([0.7796])
Step1645: ['add'], Previous ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, Changed ligand: CCC(=O)C(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, New ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C Score: tensor([0.7796])
Step1646: ['change bond type'], Previous ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, Changed ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, New ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C Score: tensor([0.7810])
Step1647: ['add'], Previous ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, Changed ligand: CCCCC(=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C)CCC, New ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C Score: tensor([0.7810])
Step1648: ['remove'], Previous ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, Changed ligand: CCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, New ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C Score: tensor([0.7810])
Step1649: ['remove'], Previous ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCN(C)C, Changed ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCNC, New ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCNC Score: tensor([0.7327])
Step1650: ['add'], Previous ligand: CCCC(C)=CC1CC([SH3])=C(OC)c2c(OO)ccn2C1OCNC, Changed ligand: CNCOC1C(C=C(C)CCCN)CC([SH3])=C(OC)c2c(OO)ccn21, New ligand: CNCOC1C(C=C(C)CCCN)CC([SH3])=C(OC)c2c(OO)ccn21 Score: tensor([0.7290])
Step1651: ['move_junction'], Previous ligand: CNCOC1C(C=C(C)CCCN)CC([SH3])=C(OC)c2c(OO)ccn21, Changed ligand: CC=CC1(CCCN)CC([SH3])=C(OC)c2c(OO)ccn2C1OCNC, New ligand: CNCOC1C(C=C(C)CCCN)CC([SH3])=C(OC)c2c(OO)ccn21 Score: tensor([0.7290])
Step1652: ['move_junction'], Previous ligand: CNCOC1C(C=C(C)CCCN)CC([SH3])=C(OC)c2c(OO)ccn21, Changed ligand: CNCOC1C(C=CCCCCN)CC([SH3])=C(OC)c2c(OO)ccn21, New ligand: CNCOC1C(C=CCCCCN)CC([SH3])=C(OC)c2c(OO)ccn21 Score: tensor([0.7592])
Step1653: ['switch'], Previous ligand: CNCOC1C(C=CCCCCN)CC([SH3])=C(OC)c2c(OO)ccn21, Changed ligand: CNCCOC1C(C=CCCCCN)CC([SH3])=C(OC)c2c(OO)ccn21, New ligand: CNCCOC1C(C=CCCCCN)CC([SH3])=C(OC)c2c(OO)ccn21 Score: tensor([0.7649])
Step1654: ['form new ring'], Previous ligand: CNCCOC1C(C=CCCCCN)CC([SH3])=C(OC)c2c(OO)ccn21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7693])
Step1655: ['add'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)N2CC=C(OO)C12N, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7693])
Step1656: ['add'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2c(O)cc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7693])
Step1657: ['add'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2cc(O)c(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7693])
Step1658: ['move_junction'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7702])
Step1659: ['change type'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(ONCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7702])
Step1660: ['move_junction'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1661: ['add'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCC[N+]2(C)[O-])n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1662: ['add'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=C(O)CCCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1663: ['move_junction'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3]OO)CC2(C=CCCCCN)C(OCCN2C)n2cccc21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1664: ['turn ring aromatic'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN):C(:O:C:C:N:2C)n2ccc(OO)c21Step1665: ['remove'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(CCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1666: ['switch'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OSO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1667: ['remove'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(C=CCCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1668: ['move_junction'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3]C)CC2(C=CCCCCN)NCCOC2n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1669: ['remove'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: CCCCC=CC12CC([SH3])=C(OC)c3c(OO)ccn3C1OCCN2C, New ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.7719])
Step1670: ['remove'], Previous ligand: COC1=C([SH3])CC2(C=CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.8056])
Step1671: ['switch'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: CCN1CCOC2n3ccc(OO)c3C(OC)=C([SH3])CC21CCCCCN, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.8056])
Step1672: ['add'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(CC(C)CCCN)C(OCCN2C)n2ccc(OO)c21, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21 Score: tensor([0.8056])
Step1673: ['switch'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(OO)c21, Changed ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21 Score: tensor([0.8266])
Step1674: ['add'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21, Changed ligand: COC1=C([SH3])CC2(CCCCCN)C(OC(=S)CN2C)n2ccc(COO)c21, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21 Score: tensor([0.8266])
Step1675: ['add'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21, Changed ligand: CCCOOCc1ccn2c1C(OC)=C([SH3])CC1(CCCCCN)C2OCCN1C, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21 Score: tensor([0.8266])
Step1676: ['add'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21, Changed ligand: COC1=C([SH3])CC2(CCCCCN)C(OC(=N)CN2C)n2ccc(COO)c21, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21 Score: tensor([0.8266])
Step1677: ['remove ring'], Previous ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21, Changed ligand: CCN1C(CCOO)C(OC)=C([SH3])CC2(CCCCCN)C1OCCN2C, New ligand: COC1=C([SH3])CC2(CCCCCN)C(OCCN2C)n2ccc(COO)c21 Score: tensor([0.8266])
